timestamp,dpid,eth_src,eth_dst,eth_type,ip_src,ip_dst,ip_proto,tcp_src_port,tcp_dst_port,udp_src_port,udp_dst_port,tcp_flags,arp_opcode,arp_spa,arp_tpa,arp_sha,duration_sec,duration_nsec,idle_timeout,hard_timeout,packet_count,byte_count,packet_count_per_second,byte_count_per_second,avg_packet_size,flow_count_per_dpid,label
2026-09-04T09:11:18.185401,1,00:00:00:00:00:07,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.7,10.0.0.2,00:00:00:00:00:07,0,803000000,3,10,1,42,1.25,52.3,42.0,234,warmup
2026-09-04T09:11:18.185415,1,00:00:00:00:00:08,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.8,10.0.0.2,00:00:00:00:00:08,0,792000000,3,10,1,42,1.26,53.03,42.0,234,warmup
2026-09-04T09:11:18.185429,1,00:00:00:00:00:09,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.9,10.0.0.2,00:00:00:00:00:09,0,782000000,3,10,1,42,1.28,53.71,42.0,234,warmup
2026-09-04T09:11:18.185444,1,00:00:00:00:00:0a,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.10,10.0.0.2,00:00:00:00:00:0a,0,772000000,3,10,1,42,1.3,54.4,42.0,234,warmup
2026-09-04T09:11:18.185468,1,00:00:00:00:00:0b,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.11,10.0.0.2,00:00:00:00:00:0b,0,761000000,3,10,1,42,1.31,55.19,42.0,234,warmup
2026-09-04T09:11:18.185485,1,00:00:00:00:00:0c,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.12,10.0.0.2,00:00:00:00:00:0c,0,748000000,3,10,1,42,1.34,56.15,42.0,234,warmup
2026-09-04T09:11:18.185500,1,00:00:00:00:00:0d,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.13,10.0.0.2,00:00:00:00:00:0d,0,737000000,3,10,1,42,1.36,56.99,42.0,234,warmup
2026-09-04T09:11:18.185515,1,00:00:00:00:00:0e,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.14,10.0.0.2,00:00:00:00:00:0e,0,726000000,3,10,1,42,1.38,57.85,42.0,234,warmup
2026-09-04T09:11:18.185529,1,00:00:00:00:00:0f,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.15,10.0.0.2,00:00:00:00:00:0f,0,716000000,3,10,1,42,1.4,58.66,42.0,234,warmup
2026-09-04T09:11:18.185542,1,00:00:00:00:00:10,00:00:00:00:00:02,2054,,,,,,,,,2,10.0.0.16,10.0.0.2,00:00:00:00:00:10,0,704000000,3,10,1,42,1.42,59.66,42.0,234,warmup
2026-09-04T09:11:18.185555,1,00:00:00:00:00:05,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.5,10.0.0.3,00:00:00:00:00:05,0,683000000,3,10,1,42,1.46,61.49,42.0,234,warmup
2026-09-04T09:11:18.185568,1,00:00:00:00:00:06,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.6,10.0.0.3,00:00:00:00:00:06,0,673000000,3,10,1,42,1.49,62.41,42.0,234,warmup
2026-09-04T09:11:18.185582,1,00:00:00:00:00:07,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.7,10.0.0.3,00:00:00:00:00:07,0,661000000,3,10,1,42,1.51,63.54,42.0,234,warmup
2026-09-04T09:11:18.185597,1,00:00:00:00:00:08,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.8,10.0.0.3,00:00:00:00:00:08,0,649000000,3,10,1,42,1.54,64.71,42.0,234,warmup
2026-09-04T09:11:18.185611,1,00:00:00:00:00:09,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.9,10.0.0.3,00:00:00:00:00:09,0,638000000,3,10,1,42,1.57,65.83,42.0,234,warmup
2026-09-04T09:11:18.185624,1,00:00:00:00:00:0a,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.10,10.0.0.3,00:00:00:00:00:0a,0,628000000,3,10,1,42,1.59,66.88,42.0,234,warmup
2026-09-04T09:11:18.185639,1,00:00:00:00:00:0b,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.11,10.0.0.3,00:00:00:00:00:0b,0,617000000,3,10,1,42,1.62,68.07,42.0,234,warmup
2026-09-04T09:11:18.185652,1,00:00:00:00:00:0c,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.12,10.0.0.3,00:00:00:00:00:0c,0,606000000,3,10,1,42,1.65,69.31,42.0,234,warmup
2026-09-04T09:11:18.185665,1,00:00:00:00:00:0d,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.13,10.0.0.3,00:00:00:00:00:0d,0,595000000,3,10,1,42,1.68,70.59,42.0,234,warmup
2026-09-04T09:11:18.185679,1,00:00:00:00:00:0e,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.14,10.0.0.3,00:00:00:00:00:0e,0,583000000,3,10,1,42,1.72,72.04,42.0,234,warmup
2026-09-04T09:11:18.185695,1,00:00:00:00:00:0f,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.15,10.0.0.3,00:00:00:00:00:0f,0,571000000,3,10,1,42,1.75,73.56,42.0,234,warmup
2026-09-04T09:11:18.185708,1,00:00:00:00:00:10,00:00:00:00:00:03,2054,,,,,,,,,2,10.0.0.16,10.0.0.3,00:00:00:00:00:10,0,559000000,3,10,1,42,1.79,75.13,42.0,234,warmup
2026-09-04T09:11:18.185720,1,00:00:00:00:00:05,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.5,10.0.0.4,00:00:00:00:00:05,0,542000000,3,10,1,42,1.85,77.49,42.0,234,warmup
2026-09-04T09:11:18.185736,1,00:00:00:00:00:06,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.6,10.0.0.4,00:00:00:00:00:06,0,532000000,3,10,1,42,1.88,78.95,42.0,234,warmup
2026-09-04T09:11:18.185750,1,00:00:00:00:00:07,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.7,10.0.0.4,00:00:00:00:00:07,0,520000000,3,10,1,42,1.92,80.77,42.0,234,warmup
2026-09-04T09:11:18.185764,1,00:00:00:00:00:08,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.8,10.0.0.4,00:00:00:00:00:08,0,510000000,3,10,1,42,1.96,82.35,42.0,234,warmup
2026-09-04T09:11:18.185777,1,00:00:00:00:00:09,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.9,10.0.0.4,00:00:00:00:00:09,0,499000000,3,10,1,42,2.0,84.17,42.0,234,warmup
2026-09-04T09:11:18.185790,1,00:00:00:00:00:0a,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.10,10.0.0.4,00:00:00:00:00:0a,0,488000000,3,10,1,42,2.05,86.07,42.0,234,warmup
2026-09-04T09:11:18.185805,1,00:00:00:00:00:0b,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.11,10.0.0.4,00:00:00:00:00:0b,0,478000000,3,10,1,42,2.09,87.87,42.0,234,warmup
2026-09-04T09:11:18.185818,1,00:00:00:00:00:0c,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.12,10.0.0.4,00:00:00:00:00:0c,0,466000000,3,10,1,42,2.15,90.13,42.0,234,warmup
2026-09-04T09:11:18.185831,1,00:00:00:00:00:0d,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.13,10.0.0.4,00:00:00:00:00:0d,0,454000000,3,10,1,42,2.2,92.51,42.0,234,warmup
2026-09-04T09:11:18.185845,1,00:00:00:00:00:0e,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.14,10.0.0.4,00:00:00:00:00:0e,0,441000000,3,10,1,42,2.27,95.24,42.0,234,warmup
2026-09-04T09:11:18.185858,1,00:00:00:00:00:0f,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.15,10.0.0.4,00:00:00:00:00:0f,0,429000000,3,10,1,42,2.33,97.9,42.0,234,warmup
2026-09-04T09:11:18.185871,1,00:00:00:00:00:10,00:00:00:00:00:04,2054,,,,,,,,,2,10.0.0.16,10.0.0.4,00:00:00:00:00:10,0,418000000,3,10,1,42,2.39,100.48,42.0,234,warmup
2026-09-04T09:11:18.185884,1,00:00:00:00:00:09,00:00:00:00:00:05,2054,,,,,,,,,2,10.0.0.9,10.0.0.5,00:00:00:00:00:09,0,381000000,3,10,1,42,2.62,110.24,42.0,234,warmup
2026-09-04T09:11:18.185897,1,00:00:00:00:00:0a,00:00:00:00:00:05,2054,,,,,,,,,2,10.0.0.10,10.0.0.5,00:00:00:00:00:0a,0,369000000,3,10,1,42,2.71,113.82,42.0,234,warmup
2026-09-04T09:11:18.185943,1,00:00:00:00:00:0b,00:00:00:00:00:05,2054,,,,,,,,,2,10.0.0.11,10.0.0.5,00:00:00:00:00:0b,0,357000000,3,10,1,42,2.8,117.65,42.0,234,warmup
2026-09-04T09:11:18.185957,1,00:00:00:00:00:0c,00:00:00:00:00:05,2054,,,,,,,,,2,10.0.0.12,10.0.0.5,00:00:00:00:00:0c,0,346000000,3,10,1,42,2.89,121.39,42.0,234,warmup
2026-09-04T09:11:18.185971,1,00:00:00:00:00:0d,00:00:00:00:00:05,2054,,,,,,,,,2,10.0.0.13,10.0.0.5,00:00:00:00:00:0d,0,332000000,3,10,1,42,3.01,126.51,42.0,234,warmup
2026-09-04T09:11:18.185984,1,00:00:00:00:00:0e,00:00:00:00:00:05,2054,,,,,,,,,2,10.0.0.14,10.0.0.5,00:00:00:00:00:0e,0,320000000,3,10,1,42,3.12,131.25,42.0,234,warmup
2026-09-04T09:11:18.185997,1,00:00:00:00:00:0f,00:00:00:00:00:05,2054,,,,,,,,,2,10.0.0.15,10.0.0.5,00:00:00:00:00:0f,0,309000000,3,10,1,42,3.24,135.92,42.0,234,warmup
2026-09-04T09:11:18.186011,1,00:00:00:00:00:10,00:00:00:00:00:05,2054,,,,,,,,,2,10.0.0.16,10.0.0.5,00:00:00:00:00:10,0,297000000,3,10,1,42,3.37,141.41,42.0,234,warmup
2026-09-04T09:11:18.186024,1,00:00:00:00:00:09,00:00:00:00:00:06,2054,,,,,,,,,2,10.0.0.9,10.0.0.6,00:00:00:00:00:09,0,263000000,3,10,1,42,3.8,159.7,42.0,234,warmup
2026-09-04T09:11:18.186040,1,00:00:00:00:00:0a,00:00:00:00:00:06,2054,,,,,,,,,2,10.0.0.10,10.0.0.6,00:00:00:00:00:0a,0,253000000,3,10,1,42,3.95,166.01,42.0,234,warmup
2026-09-04T09:11:18.186053,1,00:00:00:00:00:0b,00:00:00:00:00:06,2054,,,,,,,,,2,10.0.0.11,10.0.0.6,00:00:00:00:00:0b,0,243000000,3,10,1,42,4.12,172.84,42.0,234,warmup
2026-09-04T09:11:18.186066,1,00:00:00:00:00:0c,00:00:00:00:00:06,2054,,,,,,,,,2,10.0.0.12,10.0.0.6,00:00:00:00:00:0c,0,232000000,3,10,1,42,4.31,181.03,42.0,234,warmup
2026-09-04T09:11:18.186080,1,00:00:00:00:00:0d,00:00:00:00:00:06,2054,,,,,,,,,2,10.0.0.13,10.0.0.6,00:00:00:00:00:0d,0,221000000,3,10,1,42,4.52,190.05,42.0,234,warmup
2026-09-04T09:11:18.186094,1,00:00:00:00:00:0e,00:00:00:00:00:06,2054,,,,,,,,,2,10.0.0.14,10.0.0.6,00:00:00:00:00:0e,0,212000000,3,10,1,42,4.72,198.11,42.0,234,warmup
2026-09-04T09:11:18.186107,1,00:00:00:00:00:0f,00:00:00:00:00:06,2054,,,,,,,,,2,10.0.0.15,10.0.0.6,00:00:00:00:00:0f,0,199000000,3,10,1,42,5.03,211.06,42.0,234,warmup
2026-09-04T09:11:18.186120,1,00:00:00:00:00:10,00:00:00:00:00:06,2054,,,,,,,,,2,10.0.0.16,10.0.0.6,00:00:00:00:00:10,0,190000000,3,10,1,42,5.26,221.05,42.0,234,warmup
2026-09-04T09:11:18.186133,1,00:00:00:00:00:09,00:00:00:00:00:07,2054,,,,,,,,,2,10.0.0.9,10.0.0.7,00:00:00:00:00:09,0,160000000,3,10,1,42,6.25,262.5,42.0,234,warmup
2026-09-04T09:11:18.186146,1,00:00:00:00:00:0a,00:00:00:00:00:07,2054,,,,,,,,,2,10.0.0.10,10.0.0.7,00:00:00:00:00:0a,0,149000000,3,10,1,42,6.71,281.88,42.0,234,warmup
2026-09-04T09:11:18.186159,1,00:00:00:00:00:0b,00:00:00:00:00:07,2054,,,,,,,,,2,10.0.0.11,10.0.0.7,00:00:00:00:00:0b,0,139000000,3,10,1,42,7.19,302.16,42.0,234,warmup
2026-09-04T09:11:18.186172,1,00:00:00:00:00:0c,00:00:00:00:00:07,2054,,,,,,,,,2,10.0.0.12,10.0.0.7,00:00:00:00:00:0c,0,128000000,3,10,1,42,7.81,328.12,42.0,234,warmup
2026-09-04T09:11:18.186186,1,00:00:00:00:00:0d,00:00:00:00:00:07,2054,,,,,,,,,2,10.0.0.13,10.0.0.7,00:00:00:00:00:0d,0,118000000,3,10,1,42,8.47,355.93,42.0,234,warmup
2026-09-04T09:11:18.186199,1,00:00:00:00:00:0e,00:00:00:00:00:07,2054,,,,,,,,,2,10.0.0.14,10.0.0.7,00:00:00:00:00:0e,0,108000000,3,10,1,42,9.26,388.89,42.0,234,warmup
2026-09-04T09:11:18.186212,1,00:00:00:00:00:0f,00:00:00:00:00:07,2054,,,,,,,,,2,10.0.0.15,10.0.0.7,00:00:00:00:00:0f,0,97000000,3,10,1,42,10.31,432.99,42.0,234,warmup
2026-09-04T09:11:18.186224,1,00:00:00:00:00:10,00:00:00:00:00:07,2054,,,,,,,,,2,10.0.0.16,10.0.0.7,00:00:00:00:00:10,0,86000000,3,10,1,42,11.63,488.37,42.0,234,warmup
2026-09-04T09:11:18.186237,1,00:00:00:00:00:09,00:00:00:00:00:08,2054,,,,,,,,,2,10.0.0.9,10.0.0.8,00:00:00:00:00:09,0,62000000,3,10,1,42,16.13,677.42,42.0,234,warmup
2026-09-04T09:11:18.186251,1,00:00:00:00:00:0a,00:00:00:00:00:08,2054,,,,,,,,,2,10.0.0.10,10.0.0.8,00:00:00:00:00:0a,0,52000000,3,10,1,42,19.23,807.69,42.0,234,warmup
2026-09-04T09:11:18.186263,1,00:00:00:00:00:0b,00:00:00:00:00:08,2054,,,,,,,,,2,10.0.0.11,10.0.0.8,00:00:00:00:00:0b,0,42000000,3,10,1,42,23.81,1000.0,42.0,234,warmup
2026-09-04T09:11:18.186277,1,00:00:00:00:00:0c,00:00:00:00:00:08,2054,,,,,,,,,2,10.0.0.12,10.0.0.8,00:00:00:00:00:0c,0,32000000,3,10,1,42,31.25,1312.5,42.0,234,warmup
2026-09-04T09:11:18.186290,1,00:00:00:00:00:0d,00:00:00:00:00:08,2054,,,,,,,,,2,10.0.0.13,10.0.0.8,00:00:00:00:00:0d,0,21000000,3,10,1,42,47.62,2000.0,42.0,234,warmup
2026-09-04T09:11:18.186303,1,00:00:00:00:00:0e,00:00:00:00:00:08,2054,,,,,,,,,2,10.0.0.14,10.0.0.8,00:00:00:00:00:0e,0,9000000,3,10,1,42,111.11,4666.67,42.0,234,warmup
2026-09-04T09:11:18.186316,1,00:00:00:00:00:01,00:00:00:00:00:05,2048,10.0.0.1,10.0.0.5,1,,,,,,,,,,0,972000000,3,10,2,196,2.06,201.65,98.0,234,warmup
2026-09-04T09:11:18.186329,1,00:00:00:00:00:05,00:00:00:00:00:01,2048,10.0.0.5,10.0.0.1,1,,,,,,,,,,0,970000000,3,10,2,196,2.06,202.06,98.0,234,warmup
2026-09-04T09:11:18.186342,1,00:00:00:00:00:01,00:00:00:00:00:06,2048,10.0.0.1,10.0.0.6,1,,,,,,,,,,0,960000000,3,10,2,196,2.08,204.17,98.0,234,warmup
2026-09-04T09:11:18.186355,1,00:00:00:00:00:06,00:00:00:00:00:01,2048,10.0.0.6,10.0.0.1,1,,,,,,,,,,0,957000000,3,10,2,196,2.09,204.81,98.0,234,warmup
2026-09-04T09:11:18.186367,1,00:00:00:00:00:01,00:00:00:00:00:07,2048,10.0.0.1,10.0.0.7,1,,,,,,,,,,0,948000000,3,10,2,196,2.11,206.75,98.0,234,warmup
2026-09-04T09:11:18.186380,1,00:00:00:00:00:07,00:00:00:00:00:01,2048,10.0.0.7,10.0.0.1,1,,,,,,,,,,0,946000000,3,10,2,196,2.11,207.19,98.0,234,warmup
2026-09-04T09:11:18.186392,1,00:00:00:00:00:01,00:00:00:00:00:08,2048,10.0.0.1,10.0.0.8,1,,,,,,,,,,0,938000000,3,10,2,196,2.13,208.96,98.0,234,warmup
2026-09-04T09:11:18.186405,1,00:00:00:00:00:08,00:00:00:00:00:01,2048,10.0.0.8,10.0.0.1,1,,,,,,,,,,0,936000000,3,10,2,196,2.14,209.4,98.0,234,warmup
2026-09-04T09:11:18.186418,1,00:00:00:00:00:01,00:00:00:00:00:09,2048,10.0.0.1,10.0.0.9,1,,,,,,,,,,0,926000000,3,10,1,98,1.08,105.83,98.0,234,warmup
2026-09-04T09:11:18.186431,1,00:00:00:00:00:09,00:00:00:00:00:01,2048,10.0.0.9,10.0.0.1,1,,,,,,,,,,0,924000000,3,10,1,98,1.08,106.06,98.0,234,warmup
2026-09-04T09:11:18.186444,1,00:00:00:00:00:01,00:00:00:00:00:0a,2048,10.0.0.1,10.0.0.10,1,,,,,,,,,,0,914000000,3,10,1,98,1.09,107.22,98.0,234,warmup
2026-09-04T09:11:18.186466,1,00:00:00:00:00:0a,00:00:00:00:00:01,2048,10.0.0.10,10.0.0.1,1,,,,,,,,,,0,912000000,3,10,1,98,1.1,107.46,98.0,234,warmup
2026-09-04T09:11:18.186482,1,00:00:00:00:00:01,00:00:00:00:00:0b,2048,10.0.0.1,10.0.0.11,1,,,,,,,,,,0,901000000,3,10,1,98,1.11,108.77,98.0,234,warmup
2026-09-04T09:11:18.186496,1,00:00:00:00:00:0b,00:00:00:00:00:01,2048,10.0.0.11,10.0.0.1,1,,,,,,,,,,0,900000000,3,10,1,98,1.11,108.89,98.0,234,warmup
2026-09-04T09:11:18.186509,1,00:00:00:00:00:01,00:00:00:00:00:0c,2048,10.0.0.1,10.0.0.12,1,,,,,,,,,,0,890000000,3,10,1,98,1.12,110.11,98.0,234,warmup
2026-09-04T09:11:18.186521,1,00:00:00:00:00:0c,00:00:00:00:00:01,2048,10.0.0.12,10.0.0.1,1,,,,,,,,,,0,888000000,3,10,1,98,1.13,110.36,98.0,234,warmup
2026-09-04T09:11:18.186539,1,00:00:00:00:00:01,00:00:00:00:00:0d,2048,10.0.0.1,10.0.0.13,1,,,,,,,,,,0,879000000,3,10,1,98,1.14,111.49,98.0,234,warmup
2026-09-04T09:11:18.186552,1,00:00:00:00:00:0d,00:00:00:00:00:01,2048,10.0.0.13,10.0.0.1,1,,,,,,,,,,0,877000000,3,10,1,98,1.14,111.74,98.0,234,warmup
2026-09-04T09:11:18.186564,1,00:00:00:00:00:01,00:00:00:00:00:0e,2048,10.0.0.1,10.0.0.14,1,,,,,,,,,,0,870000000,3,10,1,98,1.15,112.64,98.0,234,warmup
2026-09-04T09:11:18.186576,1,00:00:00:00:00:0e,00:00:00:00:00:01,2048,10.0.0.14,10.0.0.1,1,,,,,,,,,,0,868000000,3,10,1,98,1.15,112.9,98.0,234,warmup
2026-09-04T09:11:18.186588,1,00:00:00:00:00:01,00:00:00:00:00:0f,2048,10.0.0.1,10.0.0.15,1,,,,,,,,,,0,859000000,3,10,1,98,1.16,114.09,98.0,234,warmup
2026-09-04T09:11:18.186601,1,00:00:00:00:00:0f,00:00:00:00:00:01,2048,10.0.0.15,10.0.0.1,1,,,,,,,,,,0,857000000,3,10,1,98,1.17,114.35,98.0,234,warmup
2026-09-04T09:11:18.186613,1,00:00:00:00:00:01,00:00:00:00:00:10,2048,10.0.0.1,10.0.0.16,1,,,,,,,,,,0,848000000,3,10,1,98,1.18,115.57,98.0,234,warmup
2026-09-04T09:11:18.186640,1,00:00:00:00:00:10,00:00:00:00:00:01,2048,10.0.0.16,10.0.0.1,1,,,,,,,,,,0,846000000,3,10,1,98,1.18,115.84,98.0,234,warmup
2026-09-04T09:11:18.186653,1,00:00:00:00:00:02,00:00:00:00:00:05,2048,10.0.0.2,10.0.0.5,1,,,,,,,,,,0,822000000,3,10,2,196,2.43,238.44,98.0,234,warmup
2026-09-04T09:11:18.186666,1,00:00:00:00:00:05,00:00:00:00:00:02,2048,10.0.0.5,10.0.0.2,1,,,,,,,,,,0,820000000,3,10,2,196,2.44,239.02,98.0,234,warmup
2026-09-04T09:11:18.186678,1,00:00:00:00:00:02,00:00:00:00:00:06,2048,10.0.0.2,10.0.0.6,1,,,,,,,,,,0,812000000,3,10,2,196,2.46,241.38,98.0,234,warmup
2026-09-04T09:11:18.186691,1,00:00:00:00:00:06,00:00:00:00:00:02,2048,10.0.0.6,10.0.0.2,1,,,,,,,,,,0,810000000,3,10,2,196,2.47,241.98,98.0,234,warmup
2026-09-04T09:11:18.186703,1,00:00:00:00:00:02,00:00:00:00:00:07,2048,10.0.0.2,10.0.0.7,1,,,,,,,,,,0,800000000,3,10,2,196,2.5,245.0,98.0,234,warmup
2026-09-04T09:11:18.186716,1,00:00:00:00:00:07,00:00:00:00:00:02,2048,10.0.0.7,10.0.0.2,1,,,,,,,,,,0,798000000,3,10,2,196,2.51,245.61,98.0,234,warmup
2026-09-04T09:11:18.186728,1,00:00:00:00:00:02,00:00:00:00:00:08,2048,10.0.0.2,10.0.0.8,1,,,,,,,,,,0,790000000,3,10,2,196,2.53,248.1,98.0,234,warmup
2026-09-04T09:11:18.186743,1,00:00:00:00:00:08,00:00:00:00:00:02,2048,10.0.0.8,10.0.0.2,1,,,,,,,,,,0,789000000,3,10,2,196,2.53,248.42,98.0,234,warmup
2026-09-04T09:11:18.186756,1,00:00:00:00:00:02,00:00:00:00:00:09,2048,10.0.0.2,10.0.0.9,1,,,,,,,,,,0,780000000,3,10,1,98,1.28,125.64,98.0,234,warmup
2026-09-04T09:11:18.186769,1,00:00:00:00:00:09,00:00:00:00:00:02,2048,10.0.0.9,10.0.0.2,1,,,,,,,,,,0,778000000,3,10,1,98,1.29,125.96,98.0,234,warmup
2026-09-04T09:11:18.186783,1,00:00:00:00:00:02,00:00:00:00:00:0a,2048,10.0.0.2,10.0.0.10,1,,,,,,,,,,0,770000000,3,10,1,98,1.3,127.27,98.0,234,warmup
2026-09-04T09:11:18.186795,1,00:00:00:00:00:0a,00:00:00:00:00:02,2048,10.0.0.10,10.0.0.2,1,,,,,,,,,,0,768000000,3,10,1,98,1.3,127.6,98.0,234,warmup
2026-09-04T09:11:18.186808,1,00:00:00:00:00:02,00:00:00:00:00:0b,2048,10.0.0.2,10.0.0.11,1,,,,,,,,,,0,759000000,3,10,1,98,1.32,129.12,98.0,234,warmup
2026-09-04T09:11:18.186820,1,00:00:00:00:00:0b,00:00:00:00:00:02,2048,10.0.0.11,10.0.0.2,1,,,,,,,,,,0,757000000,3,10,1,98,1.32,129.46,98.0,234,warmup
2026-09-04T09:11:18.186833,1,00:00:00:00:00:02,00:00:00:00:00:0c,2048,10.0.0.2,10.0.0.12,1,,,,,,,,,,0,745000000,3,10,1,98,1.34,131.54,98.0,234,warmup
2026-09-04T09:11:18.186846,1,00:00:00:00:00:0c,00:00:00:00:00:02,2048,10.0.0.12,10.0.0.2,1,,,,,,,,,,0,743000000,3,10,1,98,1.35,131.9,98.0,234,warmup
2026-09-04T09:11:18.186858,1,00:00:00:00:00:02,00:00:00:00:00:0d,2048,10.0.0.2,10.0.0.13,1,,,,,,,,,,0,735000000,3,10,1,98,1.36,133.33,98.0,234,warmup
2026-09-04T09:11:18.186870,1,00:00:00:00:00:0d,00:00:00:00:00:02,2048,10.0.0.13,10.0.0.2,1,,,,,,,,,,0,733000000,3,10,1,98,1.36,133.7,98.0,234,warmup
2026-09-04T09:11:18.186882,1,00:00:00:00:00:02,00:00:00:00:00:0e,2048,10.0.0.2,10.0.0.14,1,,,,,,,,,,0,724000000,3,10,1,98,1.38,135.36,98.0,234,warmup
